"subject" "activity" "signal.cmpnt" "sensor" "axis" "mean" "std"
"s06" "STANDING" "Body" "Acc" "Y" -0.0181236327175439 -0.921493191754386
"s06" "STANDING" "Body" "Acc" "Z" -0.112172831947368 -0.925692371929825
"s06" "STANDING" "Body" "Gyro" "X" -0.028251913022807 -0.947561298596491
"s06" "STANDING" "Body" "Gyro" "Y" -0.0589823639438597 -0.94248658631579
"s06" "STANDING" "Body" "Gyro" "Z" 0.0767394745964912 -0.947782155964912
"s06" "STANDING" "Gravity" "Acc" "X" 0.945139003859649 -0.985583066842105
"s06" "STANDING" "Gravity" "Acc" "Y" -0.230251036140351 -0.96844910122807
"s06" "STANDING" "Gravity" "Acc" "Z" 0.0139193473596491 -0.942795062280702
"s06" "LAYING" "Body" "Acc" "X" 0.248656520140351 -0.934049422052632
"s06" "LAYING" "Body" "Acc" "Y" -0.0102529170561404 -0.924644826385965
"s06" "LAYING" "Body" "Acc" "Z" -0.133119570368421 -0.925216100350877
"s06" "LAYING" "Body" "Gyro" "X" -0.0079605026754386 -0.955378225087719
"s06" "LAYING" "Body" "Gyro" "Y" -0.107218315054386 -0.943634949473684
"s06" "LAYING" "Body" "Gyro" "Z" 0.179102058245614 -0.939141878596491
"s06" "LAYING" "Gravity" "Acc" "X" -0.47670987877193 -0.887746310350877
"s06" "LAYING" "Gravity" "Acc" "Y" 0.956593814210526 -0.959161956491228
"s06" "LAYING" "Gravity" "Acc" "Z" 0.175867709021053 -0.928130738421053
"s07" "WALKING" "Body" "Acc" "X" 0.275592961754386 -0.327243240701754
"s07" "WALKING" "Body" "Acc" "Y" -0.018653665345614 -0.0772618561052631
"s07" "WALKING" "Body" "Acc" "Z" -0.110912234947368 0.159631283261403
"s07" "WALKING" "Body" "Gyro" "X" 0.00228835208526316 -0.503313517017544
"s07" "WALKING" "Body" "Gyro" "Y" -0.0837113724842105 -0.23109830545614
"s07" "WALKING" "Body" "Gyro" "Z" 0.0641104602035088 -0.396013535263158
"s07" "WALKING" "Gravity" "Acc" "X" 0.932566472280702 -0.979851271403509
"s07" "WALKING" "Gravity" "Acc" "Y" -0.159097003684211 -0.969404155087719
"s07" "WALKING" "Gravity" "Acc" "Z" -0.160846924029807 -0.952159770526316
"s07" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.248706923078431 -0.29487297445098
"s07" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0275639005607843 -0.32616002254902
"s07" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.143769688803922 -0.145665025639216
"s07" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.138778108029412 -0.363853236862745
"s07" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.00247161973 -0.572996820784314
"s07" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.139217071509804 -0.348980051411765
"s07" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.81874656 -0.932823053333333
"s07" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.240950944117647 -0.939774255490196
"s07" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.403599709607843 -0.881675909607843
"s07" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.28030708 0.0660815600978723
"s07" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0166332372978723 -0.138179072734043
"s07" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.096938308587234 -0.0636402447755319
"s07" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.105409612961702 -0.407744096
"s07" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.049717460606383 -0.29262613606383
"s07" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.116894769042766 -0.401051415531915
"s07" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.930623632765957 -0.964875962978723
"s07" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.12987167306383 -0.952678693617021
"s07" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.154935538544681 -0.92875646893617
"s07" "SITTING" "Body" "Acc" "X" 0.284674637291667 -0.972668374583333
"s07" "SITTING" "Body" "Acc" "Y" -0.01461097580375 -0.909454698541667
"s07" "SITTING" "Body" "Acc" "Z" -0.122464597625 -0.8565329414375
"s07" "SITTING" "Body" "Gyro" "X" -0.04963797197125 -0.941870953333333
"s07" "SITTING" "Body" "Gyro" "Y" -0.03361196465625 -0.944124336458333
"s07" "SITTING" "Body" "Gyro" "Z" 0.0259476655145833 -0.937021208541667
"s07" "SITTING" "Gravity" "Acc" "X" 0.969147824375 -0.957082433333333
"s07" "SITTING" "Gravity" "Acc" "Y" 0.00608846646041667 -0.945436264583333
"s07" "SITTING" "Gravity" "Acc" "Z" 0.0649636250354167 -0.868602535416667
"s07" "STANDING" "Body" "Acc" "X" 0.282723539433962 -0.979307570377358
"s07" "STANDING" "Body" "Acc" "Y" -0.0145740341037736 -0.923400921886792
"s07" "STANDING" "Body" "Acc" "Z" -0.0997778303207547 -0.917064168490566
"s07" "STANDING" "Body" "Gyro" "X" -0.0291582212545283 -0.945247687358491
"s07" "STANDING" "Body" "Gyro" "Y" -0.0774336443396226 -0.949646946792453
"s07" "STANDING" "Body" "Gyro" "Z" 0.0851045000566038 -0.951630777358491
"s07" "STANDING" "Gravity" "Acc" "X" 0.958728687924528 -0.987917503962264
"s07" "STANDING" "Gravity" "Acc" "Y" -0.117607048924528 -0.966162998679245
"s07" "STANDING" "Gravity" "Acc" "Z" -0.0516573721320755 -0.939161014716981
"s07" "LAYING" "Body" "Acc" "X" 0.250176694038462 -0.93651361
"s07" "LAYING" "Body" "Acc" "Y" -0.0204411516884615 -0.926262668653846
"s07" "LAYING" "Body" "Acc" "Z" -0.101361036576923 -0.952978365961539
"s07" "LAYING" "Body" "Gyro" "X" -0.00282641913096154 -0.9601268225
"s07" "LAYING" "Body" "Gyro" "Y" -0.133605695057692 -0.945071935384615
"s07" "LAYING" "Body" "Gyro" "Z" 0.155920029769231 -0.955294890576923
"s07" "LAYING" "Gravity" "Acc" "X" -0.502814250576923 -0.914221270096154
"s07" "LAYING" "Gravity" "Acc" "Y" 0.393444278076923 -0.955543549230769
"s07" "LAYING" "Gravity" "Acc" "Z" 0.907537823461538 -0.961908984423077
"s08" "WALKING" "Body" "Acc" "X" 0.27468631 -0.173605736002083
"s08" "WALKING" "Body" "Acc" "Y" -0.0186628865310417 0.380782052708333
"s08" "WALKING" "Body" "Acc" "Z" -0.107252090833333 -0.1420885318125
"s08" "WALKING" "Body" "Gyro" "X" 0.0235088228254167 -0.1992097184375
"s08" "WALKING" "Body" "Gyro" "Y" -0.095791790535 -0.2119972775
"s08" "WALKING" "Body" "Gyro" "Z" 0.0509657915395833 -0.0754447842395833
"s08" "WALKING" "Gravity" "Acc" "X" 0.913586347916667 -0.974752050208333
"s08" "WALKING" "Gravity" "Acc" "Y" -0.217102194583333 -0.956781505625
"s08" "WALKING" "Gravity" "Acc" "Z" -0.186267836962021 -0.956640104791667
"s08" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.258880152048781 -0.171712174634146
"s08" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0282415136341463 0.348768733170732
"s08" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.11512211995122 0.121187278790244
"s08" "WALKING_UPSTAIRS" "Body" "Gyro" "X" 0.19270447595122 -0.367428367219512
"s08" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.204205356087805 -0.0666980861414634
"s08" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" -0.0724546025804878 0.337526477436585
"s08" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.860368718780488 -0.926673287804878
"s08" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.291341491707317 -0.931032068536585
"s08" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.192306960631707 -0.876168930487805
"s08" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.283484089210526 0.0241393473736842
"s08" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0211058674973684 0.343826273105263
"s08" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.107598135394737 0.1337170395
"s08" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.121189625973684 -0.258430885531579
"s08" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0500760173342105 0.0243131207736842
"s08" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.114143855152368 -0.129565242710526
"s08" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.914023498421053 -0.945766561578947
"s08" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.187610243421053 -0.941580934473684
"s08" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.141817934963684 -0.897190012631579
"s08" "SITTING" "Body" "Acc" "X" 0.267491472934783 -0.979026152391304
"s08" "SITTING" "Body" "Acc" "Y" -0.00672550621304348 -0.927331997021739
"s08" "SITTING" "Body" "Acc" "Z" -0.104461049130435 -0.939553030217391
"s08" "SITTING" "Body" "Gyro" "X" -0.0547396987173913 -0.984524052826087
"s08" "SITTING" "Body" "Gyro" "Y" -0.0955089236521739 -0.97150069673913
"s08" "SITTING" "Body" "Gyro" "Z" 0.0716048809782609 -0.959623548478261
"s08" "SITTING" "Gravity" "Acc" "X" 0.832453878043478 -0.966757967173913
"s08" "SITTING" "Gravity" "Acc" "Y" 0.240095117065217 -0.937462301369565
"s08" "SITTING" "Gravity" "Acc" "Z" 0.263895185521739 -0.935475331521739
"s08" "STANDING" "Body" "Acc" "X" 0.279620986111111 -0.988815418148148
"s08" "STANDING" "Body" "Acc" "Y" -0.0148113067148148 -0.938479429074074
"s08" "STANDING" "Body" "Acc" "Z" -0.106114996837037 -0.926065255185185
"s08" "STANDING" "Body" "Gyro" "X" -0.0219671978203704 -0.972990379814815
"s08" "STANDING" "Body" "Gyro" "Y" -0.0280117633814815 -0.969421045555556
"s08" "STANDING" "Body" "Gyro" "Z" 0.063688907 -0.974118322407407
"s08" "STANDING" "Gravity" "Acc" "X" 0.957669921111111 -0.987690217222222
"s08" "STANDING" "Gravity" "Acc" "Y" -0.0904603488214815 -0.958904114074074
"s08" "STANDING" "Gravity" "Acc" "Z" -0.0979392024814815 -0.918293913703704
"s08" "LAYING" "Body" "Acc" "X" 0.261254282907407 -0.94304121537037
"s08" "LAYING" "Body" "Acc" "Y" -0.0212281733881481 -0.93489116
"s08" "LAYING" "Body" "Acc" "Z" -0.102245365611111 -0.932491454407407
"s08" "LAYING" "Body" "Gyro" "X" 0.00535361206851852 -0.965204017592593
"s08" "LAYING" "Body" "Gyro" "Y" -0.0891374138592593 -0.952039385740741
"s08" "LAYING" "Body" "Gyro" "Z" 0.13818830737037 -0.96758975462963
"s08" "LAYING" "Gravity" "Acc" "X" -0.405930036111111 -0.918873192333333
"s08" "LAYING" "Gravity" "Acc" "Y" 0.589922434814815 -0.957990036481482
"s08" "LAYING" "Gravity" "Acc" "Z" 0.719831539259259 -0.94183626337037
"s09" "WALKING" "Body" "Acc" "X" 0.278502842115385 -0.238353562692308
"s09" "WALKING" "Body" "Acc" "Y" -0.0180891971284423 -0.201696960826923
"s09" "WALKING" "Body" "Acc" "Z" -0.110820512307692 -0.0579636469030769
"s09" "WALKING" "Body" "Gyro" "X" -0.0808360598653846 -0.476163506730769
"s09" "WALKING" "Body" "Gyro" "Y" -0.0625598710615385 -0.467054167884615
"s09" "WALKING" "Body" "Gyro" "Z" 0.111629779896154 -0.265683521346154
"s09" "WALKING" "Gravity" "Acc" "X" 0.951867079615385 -0.980971973653846
"s09" "WALKING" "Gravity" "Acc" "Y" -0.0314341738730769 -0.971242423076923
"s09" "WALKING" "Gravity" "Acc" "Z" -0.115856121080385 -0.955523995576923
"s09" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.262436475714286 -0.36144437755102
"s09" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0195101099975714 -0.302206203816327
"s09" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.125219003959184 -0.253434083542857
"s09" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.16396719 -0.343976630734694
"s09" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0412587909579592 -0.400859067959184
"s09" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.14569462592449 -0.138176481058776
"s09" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.902647777755102 -0.954383557142857
"s09" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.0377947824285714 -0.901317321632653
"s09" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.266009866857143 -0.89407107877551
"s09" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.295923445 0.213392270547619
"s09" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0203994269075476 -0.208310705504762
"s09" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.0910278793952381 -0.00771530035714285
"s09" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.0916383011071429 -0.396429197952381
"s09" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0712598843142857 -0.340765233142857
"s09" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.116804400690476 -0.279685150191905
"s09" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.938417773333333 -0.952141220714286
"s09" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.0352304645104762 -0.936306558809524
"s09" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" -0.082276174942619 -0.876641297380952
"s09" "SITTING" "Body" "Acc" "X" 0.24832674354 -0.9572277914
"s09" "SITTING" "Body" "Acc" "Y" -0.02701677698 -0.875141405
"s09" "SITTING" "Body" "Acc" "Z" -0.07537846886 -0.83200187268
"s09" "SITTING" "Body" "Gyro" "X" -0.042328876778 -0.9590200492
"s09" "SITTING" "Body" "Gyro" "Y" -0.04142711812 -0.9191882264
"s09" "SITTING" "Body" "Gyro" "Z" 0.0807919285908 -0.9301768338
"s09" "SITTING" "Gravity" "Acc" "X" 0.9163245106 -0.9552804062
"s09" "SITTING" "Gravity" "Acc" "Y" -0.0414258228938 -0.94645197
"s09" "SITTING" "Gravity" "Acc" "Z" 0.085263099144 -0.88585411242
"s09" "STANDING" "Body" "Acc" "X" 0.282310057333333 -0.975741252444444
"s09" "STANDING" "Body" "Acc" "Y" -0.0200454954022222 -0.938635759333333
"s09" "STANDING" "Body" "Acc" "Z" -0.0952747481333333 -0.919295805777778
"s09" "STANDING" "Body" "Gyro" "X" -0.029183136346 -0.921990612
"s09" "STANDING" "Body" "Gyro" "Y" -0.060810158296 -0.946046640444444
"s09" "STANDING" "Body" "Gyro" "Z" 0.0992409332222222 -0.939889737333333
"s09" "STANDING" "Gravity" "Acc" "X" 0.961323502222222 -0.989103160444444
"s09" "STANDING" "Gravity" "Acc" "Y" -0.010383816474 -0.972573867555556
"s09" "STANDING" "Gravity" "Acc" "Z" 0.00914769235555555 -0.932245295111111
"s09" "LAYING" "Body" "Acc" "X" 0.2591955368 -0.94233309
"s09" "LAYING" "Body" "Acc" "Y" -0.020526821662 -0.9162927764
"s09" "LAYING" "Body" "Acc" "Z" -0.10754972144 -0.9407072854
"s09" "LAYING" "Body" "Gyro" "X" -0.013632036148 -0.9422465098
"s09" "LAYING" "Body" "Gyro" "Y" -0.15890291983 -0.9266185314
"s09" "LAYING" "Body" "Gyro" "Z" 0.101275010682 -0.9615953704
"s09" "LAYING" "Gravity" "Acc" "X" -0.5802528348 -0.9218210626
"s09" "LAYING" "Gravity" "Acc" "Y" -0.1191541962 -0.9699944882
"s09" "LAYING" "Gravity" "Acc" "Z" 0.9578730416 -0.9712046902
"s10" "WALKING" "Body" "Acc" "X" 0.278574076603774 -0.178709734396226
"s10" "WALKING" "Body" "Acc" "Y" -0.017022351190566 -0.0227431651698113
"s10" "WALKING" "Body" "Acc" "Z" -0.109057512132075 -0.395645072075472
"s10" "WALKING" "Body" "Gyro" "X" 0.0106894976215094 -0.414205475283019
"s10" "WALKING" "Body" "Gyro" "Y" -0.0819540783760943 -0.250853318679245
"s10" "WALKING" "Body" "Gyro" "Z" 0.0986695731160377 -0.174524868603774
"s10" "WALKING" "Gravity" "Acc" "X" 0.963092149811321 -0.974435158113208
"s10" "WALKING" "Gravity" "Acc" "Y" -0.0838277013962264 -0.971114719811321
"s10" "WALKING" "Gravity" "Acc" "Z" 0.0549276242264151 -0.957862728301887
"s10" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.267121853404255 -0.161591924234043
"s10" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0143854920340426 -0.00555287692765957
"s10" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.118180420834043 -0.0738744931340426
"s10" "WALKING_UPSTAIRS" "Body" "Gyro" "X" 0.0733447168425532 -0.308534708121277
"s10" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0954600216446809 0.0411724668680851
"s10" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.0879664182957447 -0.320509332297872
"s10" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.931861027446809 -0.959216072340425
"s10" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.0565670278723404 -0.937039417446809
"s10" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" 0.0227527702016383 -0.864745838297872
"s10" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.290401594315789 0.295733547631579
"s10" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0200050770710526 0.00407915363157895
"s10" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.110848597247368 -0.183557562032895
"s10" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.124839594289474 -0.304745377026316
"s10" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.106742538831579 -0.311407525263158
"s10" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.0724433685578947 -0.0353021837
"s10" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.939807421052632 -0.939267613157895
"s10" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.0646160768947368 -0.937003823684211
"s10" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" 0.0418715409263158 -0.902085224736842
"s10" "SITTING" "Body" "Acc" "X" 0.270612056481481 -0.982901825925926
"s10" "SITTING" "Body" "Acc" "Y" -0.015042681852037 -0.917979529962963
"s10" "SITTING" "Body" "Acc" "Z" -0.104253238796296 -0.967826981666667
"s10" "SITTING" "Body" "Gyro" "X" -0.0432432176851852 -0.988873097222222
"s10" "SITTING" "Body" "Gyro" "Y" -0.0679993598888889 -0.984373304814815
"s10" "SITTING" "Body" "Gyro" "Z" 0.0745958869444444 -0.960445962037037
"s10" "SITTING" "Gravity" "Acc" "X" 0.791887198148148 -0.973128354074074
"s10" "SITTING" "Gravity" "Acc" "Y" -0.041260775 -0.935690006481481
"s10" "SITTING" "Gravity" "Acc" "Z" 0.20253457287037 -0.966898520555556
"s10" "STANDING" "Body" "Acc" "X" 0.276650300681818 -0.978403481818182
"s10" "STANDING" "Body" "Acc" "Y" -0.0155418603409091 -0.919561843409091
"s10" "STANDING" "Body" "Acc" "Z" -0.107964083931818 -0.941271440454545
"s10" "STANDING" "Body" "Gyro" "X" -0.0281854325604545 -0.929895057954545
"s10" "STANDING" "Body" "Gyro" "Y" -0.0876820486363636 -0.958861164090909
"s10" "STANDING" "Body" "Gyro" "Z" 0.103251560681818 -0.953681099545455
"s10" "STANDING" "Gravity" "Acc" "X" 0.954008785454545 -0.991259485
"s10" "STANDING" "Gravity" "Acc" "Y" -0.0431597830454545 -0.975410724090909
"s10" "STANDING" "Gravity" "Acc" "Z" 0.0346980210431818 -0.959579657727273
"s10" "LAYING" "Body" "Acc" "X" 0.280230574137931 -0.968283685
"s10" "LAYING" "Body" "Acc" "Y" -0.024294484137931 -0.946454302068966
"s10" "LAYING" "Body" "Acc" "Z" -0.117168642362069 -0.95947148637931
"s10" "LAYING" "Body" "Gyro" "X" -0.019555937162069 -0.961713199827586
"s10" "LAYING" "Body" "Gyro" "Y" -0.0770325657265517 -0.953660207586207
"s10" "LAYING" "Body" "Gyro" "Z" 0.104720478344828 -0.971940597413793
"s10" "LAYING" "Gravity" "Acc" "X" -0.453069737586207 -0.954531941896552
"s10" "LAYING" "Gravity" "Acc" "Y" -0.139297681034483 -0.966701156034483
"s10" "LAYING" "Gravity" "Acc" "Z" -0.031121624137931 -0.963045642431035
"s11" "WALKING" "Body" "Acc" "X" 0.271821892881356 -0.422842071864407
"s11" "WALKING" "Body" "Acc" "Y" -0.0166475833623729 -0.0522120750440678
"s11" "WALKING" "Body" "Acc" "Z" -0.106096304033898 -0.530626311355932
"s11" "WALKING" "Body" "Gyro" "X" -0.0426928995457627 -0.596346930847458
"s11" "WALKING" "Body" "Gyro" "Y" -0.0705104974254237 -0.499625287288136
"s11" "WALKING" "Body" "Gyro" "Z" 0.0843744495507542 -0.434178202542373
"s11" "WALKING" "Gravity" "Acc" "X" 0.946468451355932 -0.98110101440678
"s11" "WALKING" "Gravity" "Acc" "Y" -0.212045870169492 -0.966240553559322
"s11" "WALKING" "Gravity" "Acc" "Z" 0.134053215101695 -0.960852684067797
"s11" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.263775859277778 -0.238802959018519
"s11" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0303157822055556 -0.103167501868519
"s11" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.106797216481481 -0.203369399185185
"s11" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.0820909701727778 -0.501331630185185
"s11" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0566928808703704 -0.28204453962963
"s11" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.0638054379968518 -0.694658851666667
"s11" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.892626155555556 -0.953463105740741
"s11" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.343576924814815 -0.924360832962963
"s11" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" 0.146633747092593 -0.906933171111111
"s11" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.291605631956522 0.142456557034783
"s11" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.0178097721219565 0.0708122725543478
"s11" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.111070149978261 -0.324026938043478
"s11" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.12506869905 -0.374069023580435
"s11" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0262775345369565 -0.495911719565217
"s11" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Z" 0.057524457376087 -0.318959594782609
"s11" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "X" 0.941746406521739 -0.954497498695652
"s11" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Y" -0.200321942608696 -0.926310469565217
"s11" "WALKING_DOWNSTAIRS" "Gravity" "Acc" "Z" 0.132371684891304 -0.925814906086956
"s11" "SITTING" "Body" "Acc" "X" 0.276590197358491 -0.982796562075472
"s11" "SITTING" "Body" "Acc" "Y" -0.0149195616754717 -0.921402118113208
"s11" "SITTING" "Body" "Acc" "Z" -0.112840218339623 -0.968370181886792
"s11" "SITTING" "Body" "Gyro" "X" -0.0399984915849057 -0.988164911509434
"s11" "SITTING" "Body" "Gyro" "Y" -0.0755284478679245 -0.982249040188679
"s11" "SITTING" "Body" "Gyro" "Z" 0.0761739419056604 -0.95284431245283
"s11" "SITTING" "Gravity" "Acc" "X" 0.871963798301887 -0.988069341132075
"s11" "SITTING" "Gravity" "Acc" "Y" 0.213716305739623 -0.949792572075472
"s11" "SITTING" "Gravity" "Acc" "Z" 0.188531695981132 -0.971661610754717
"s11" "STANDING" "Body" "Acc" "X" 0.277715562765957 -0.994978878723404
"s11" "STANDING" "Body" "Acc" "Y" -0.0171990886595745 -0.964173331702128
"s11" "STANDING" "Body" "Acc" "Z" -0.108686630425532 -0.986382712765957
"s11" "STANDING" "Body" "Gyro" "X" -0.0293141521489362 -0.980242494680851
"s11" "STANDING" "Body" "Gyro" "Y" -0.0765465041914894 -0.994210471914894
"s11" "STANDING" "Body" "Gyro" "Z" 0.0810588216170213 -0.980636664893617
"s11" "STANDING" "Gravity" "Acc" "X" 0.956464535957447 -0.994529398085106
"s11" "STANDING" "Gravity" "Acc" "Y" -0.173082704680851 -0.981047828723404
"s11" "STANDING" "Gravity" "Acc" "Z" 0.127198423404255 -0.989433253617021
"s11" "LAYING" "Body" "Acc" "X" 0.280592970877193 -0.98477733
"s11" "LAYING" "Body" "Acc" "Y" -0.0176598052315789 -0.972196873859649
"s11" "LAYING" "Body" "Acc" "Z" -0.108786578070175 -0.971311176842105
"s11" "LAYING" "Body" "Gyro" "X" -0.0191743840136842 -0.980836884561403
"s11" "LAYING" "Body" "Gyro" "Y" -0.041559989822807 -0.982442644035088
"s11" "LAYING" "Body" "Gyro" "Z" 0.152019015929825 -0.959897432807018
"s11" "LAYING" "Gravity" "Acc" "X" -0.134832031403509 -0.97956560245614
"s11" "LAYING" "Gravity" "Acc" "Y" 0.943017941403509 -0.990765579649123
"s11" "LAYING" "Gravity" "Acc" "Z" 0.112620189964912 -0.984192606315789
"s12" "WALKING" "Body" "Acc" "X" 0.2771286656 -0.128898533096
"s12" "WALKING" "Body" "Acc" "Y" -0.015560927606 -0.122783290008
"s12" "WALKING" "Body" "Acc" "Z" -0.10316110632 -0.4106060626
"s12" "WALKING" "Body" "Gyro" "X" -0.1045136708758 -0.5462634706
"s12" "WALKING" "Body" "Gyro" "Y" -0.03442910782 -0.4494013978
"s12" "WALKING" "Body" "Gyro" "Z" 0.0999739123004 -0.35017028664
"s12" "WALKING" "Gravity" "Acc" "X" 0.9668735148 -0.97911312
"s12" "WALKING" "Gravity" "Acc" "Y" -0.1559834498 -0.9646191738
"s12" "WALKING" "Gravity" "Acc" "Z" -0.03608428788 -0.9502762272
"s12" "WALKING_UPSTAIRS" "Body" "Acc" "X" 0.272970338653846 -0.290149192307692
"s12" "WALKING_UPSTAIRS" "Body" "Acc" "Y" -0.0263574903403846 -0.103818259823077
"s12" "WALKING_UPSTAIRS" "Body" "Acc" "Z" -0.107339730115385 -0.436697425576923
"s12" "WALKING_UPSTAIRS" "Body" "Gyro" "X" -0.0931234101769231 -0.526659296134615
"s12" "WALKING_UPSTAIRS" "Body" "Gyro" "Y" -0.0411314519307692 -0.522949798269231
"s12" "WALKING_UPSTAIRS" "Body" "Gyro" "Z" 0.0898022757730769 -0.349614606153846
"s12" "WALKING_UPSTAIRS" "Gravity" "Acc" "X" 0.938371473269231 -0.960246289807692
"s12" "WALKING_UPSTAIRS" "Gravity" "Acc" "Y" -0.259144202692308 -0.941378352307692
"s12" "WALKING_UPSTAIRS" "Gravity" "Acc" "Z" -0.0702503820961538 -0.938071183269231
"s12" "WALKING_DOWNSTAIRS" "Body" "Acc" "X" 0.281521097391304 0.0424084916086956
"s12" "WALKING_DOWNSTAIRS" "Body" "Acc" "Y" -0.018084266865793 0.11083534373913
"s12" "WALKING_DOWNSTAIRS" "Body" "Acc" "Z" -0.10955593226087 -0.425017413478261
"s12" "WALKING_DOWNSTAIRS" "Body" "Gyro" "X" -0.112531564434783 -0.362143061643478
"s12" "WALKING_DOWNSTAIRS" "Body" "Gyro" "Y" -0.0427336692521739 -0.47628774326087
